title,description,label
Assam tourism minister meets leading tour operators to promote State tourism,"Jayanta Malla Baruah asked the tour operators to work in tandem with the tourism department and other stakeholders to promote Assam's tourism sector which has huge potential with its rich culture, tradition, flora and fauna, and make the state a tourist destination. By commenting, you agree to the Prohibited Content Policy By commenting, you agree to the Prohibited Content Policy News See whats happening in Hospitality sector right now Exclusive Read and get insights from specially curated unique stories from editorial Leaders Speak Business leaders sharing their insights Events Explore and discuss challenges & trends in India's leading B2B events Awards Recognise work that not only stood out but was also purposeful Webinars Join leaders & experts for roundtables, conferences, panels and discussions Subscribe to our Daily Newsletter By continuing you agree to our Privacy Policy & Terms & Conditions Advertise With Us We have various options to advertise with us including Events, Advertorials, Banners, Mailers, etc. Download ETHospitalityWorld App Save your favourite articles with seamless reading experience Get updates on your preferred social platform Follow us for the latest news, insider access to events and more. About Us Contact Us Newsletters",1
"Bon Voyage! Here are 7 destinations from Delhi that would make for great 
road trips – Check best time to visit, distance and more","The Financial Express Top 7 Destinations for Road Trips 2023 from Delhi: Road Trips are fun! What can be more exciting than riding on endless roads with your favourite songs list, a box full of your favourite snack and endless conversations with your favourite people. Well, if you’re in Delhi you have ample options to explore for a holiday from desserts to serene mountains. In this article we have curated a list of road trips that you can refer to on your long weekend with your loved ones. Let’s have a look. A dynamic fusion of the old and new can be seen in Jaipur. The capital of the regal state of Rajasthan, Jaipur, also known as the Pink City, is a well-liked tourist destination close to Delhi.There are numerous spectacular forts, palaces, temples, and museums here, as well as a plethora of lively regional bazaars. The city is renowned for its regional cuisine as well. Travel Time: 273 KM Best Time: October to March Neemrana Town is located in the Rajasthani city of Alwar on the Delhi-Jaipur route.It is famous for its majestic Neemrana Fort Palace. This palace, where Rajput Maharaja Prithvi Raj Chauhan III ruled, was built in 1464. Neemrana Fort has been transformed into one of Rajasthan’s oldest and most prestigious heritage hotels. Travel Time: 121 KM Best Time to visit: July to March Located in the Dehradun district of Uttrakhand, Rishikesh is a small town.It is well known for its adventure activities, historic temples, well liked eateries, and as the Yoga Capital of the World. It is known as the pilgrimage town and the gateway to the Garhwal Himalayas. Travel Time: 236 KM Best Time to visit: July to March Binsar is one of the scenic places of Kumaon region of Uttarakhand. Binsar, which is perched at a height of 2420 metres, is renowned for providing breathtaking views of the majestic Chaukhamba, Nanda Devi, Nanda Kot, Panchachuli, and Kedarnath are Himalayan peaks. The 300 kilometres of breathtaking and expansive views of Himalayan peaks that can be seen from Binsar Zero point are the town’s major draw. Travel time:406 KM Best time to visit: April to June and September to November Narkanda is located on the Hindustan Tibet road at an elevation of 2708 metres. It provides a stunning view of the snow ranges. Narkanda, famous for skiing and winter sports, is one of India’s oldest ski destinations. Travel Time: 403 KM Best time to visit: April, May and June 6.Garhmukteshwar, Uttar Pradesh Garhmukteshwar is a beautiful and holy city in the Indian state of Uttar Pradesh’s Hapur district. The Holy Ganges River is only 5 kilometres away from the town. It is an easy-to-reach destination by road from Delhi, and the closest point from which to see the enchanting sights of the Ganges River. On every Full Moon Day in Kartik month, you can come here to enjoy the bathing fair. The holy dip in the Ganges River is a popular tourist attraction here. Another important",0
"Railways To Start 18-Day 'Ramayan Yatra' On April 7 From Delhi Safdarjung; 
Check Tour Package Details Here","click this icon for latest updates Published: March 16, 2023 8:29 AM IST By India.com News Desk | Edited by Analiza Pathak IRCTC Ramayan Yatra: The Railways will restart the “Ramayan Yatra” train on April 7 from New Delhi, covering several prominent places associated with the life of Lord Rama, including Ayodhya, Prayagraj and Varanasi in Uttar Pradesh and also places in other states too. The proposed train tour is going to be operated in Bharat Gaurav Deluxe AC tourist train having modern amenities. So far, 26 Bharat Gaurav Trains have been started. A press statement by the Indian Railways said, “Tourists travelling in the train will be given a halt in Ayodhya where they will visit Shri Ram Janmabhoomi temple, Hanuman temple and will be able to see Saryu aarti. Train will also cover Nandigram, Sitamarhi, Janakpur, Buxar, Varanasi, Prayagraj, Chitrakoot, Nashik, Hampi, Rameshwaram, Bhadrachalam, Nagpur, among others in an 18-day tour.” .@RailMinIndia to start Bharat Gaurav Deluxe AC Tourist Train “Shri Ramayan Yatra” on 7th April 2023 from Delhi SafdarjungState of the art Deluxe AC Tourist Train with AC I & AC II class will accommodate total 156 touristsRead here: https://t.co/zCs99R3rfH pic.twitter.com/t1M3EeUXmQ— PIB India (@PIB_India) March 15, 2023 Indian Railways has taken a initiative to run Bharat Gaurav tourist trains to promote the “Dekho Apna Desh” and “Ek Bharat Shrestha Bharat” vision of the Indian government.(function(v,d,o,ai){ai=d.createElement(""script"");ai.defer=true;ai.async=true;ai.src=v.location.protocol+o;d.head.appendChild(ai);})(window, document, ""//a.vdo.ai/core/v-india-v0/vdo.ai.js""); According to Indian Railways, the proposed train tour is going to be operated in Bharat Gaurav Deluxe AC tourist train having modern amenities such as AC-I and AC-II class coaches accommodating 156 tourists. IRCTC Sri Ramayan Yatra Train detailsThe train has enhanced security features of CCTV cameras and security guards for each coach.Tourists can also board/deboard at Delhi, Ghaziabad, Aligarh, Tundla, Etawah, Kanpur and Lucknow railway station.The first halt of this train will be Ayodhya followed by Bharat Mandir at Nandigram, Sitamarhi in Bihar where tourists will be visiting Sita’s birthplace and Ram Janki temple in Janakpur, Nepal.After Sitamarhi, the train proceeds for Buxar, Varanasi where the tourists will visit the Kashi Vishwanath temple and corridor, the Tulsi Mandir and Sankat Mochan Hanuman temple.Afterwards, the train will follow to Prayagraj, Shringverpur and Chitrakoot, Nasik, Hampi, Rameshwaram, Bhadrachalam, Nagpur and ending at Delhi, said the statement by the Railways.Features include two fine dining restaurants, a modern kitchen, shower cubicles in coaches, sensor-based washroom functions, foot massager etc. IRCTC Sri Ramayan Yatra: Cost Per Person As per the details mentioned on the official website of IRCTC Tourism, the package will Rs 1,14,065 per person for 2AC and Rs 1,46,545 for 1 AC class cabin and Rs 1,68,950 for 1AC coupe. The inclusions include journey in AC classes, accommodation in AC hotels, all veg meals, all transfer & sight-seeing in AC vehicles, travel insurance. IRCTC Sri Ramayan Yatra: CHECK DESTINATIONS AND VISITS COVERED Ayodhya: Ram janmbhoomi temple, Hanuman garhi, SaryuGhat.Nandigram: Bharat-Hanuman Temple and Bharat kundJanakpur: Ram-Janki Mandir.Sitamarhi: Janaki Mandir at Sitamarhi and Punaura Dham.Buxar :Ram rekha Ghat, Rameshwar Nath Temple.Varanasi: Tulsi Manas temple,",0
New HOHO-like buses to make your rides exploring Delhi more exciting,"Lahaul Spiti India Remote Locations Meghalaya Travel India Ghost Towns World Lighthouses Akshardham Temple Times of IndiaTimes Travel Editor/TRAVEL NEWS, DELHI/ Created : Jun 18, 2019, 16:10 IST Delhi Tourism and Transportation Development Corporation (DTTDC) is now introducing new air-conditioned luxury buses that will facilitate your travel to historical monuments and other locations that are of significance. The servic … Read more Delhi Tourism and Transportation Development Corporation (DTTDC) is now introducing new air-conditioned luxury buses that will facilitate your travel to historical monuments and other locations that are of significance. The service will be added to the facility already available in Delhi, via which visitors take hop-on-and-hop-off (HOHO) buses at designated spots. Read less Refrain from posting comments that are obscene, defamatory or inflammatory, and do not indulge in personal attacks, name calling or inciting hatred against any community. Help us delete comments that do not follow these guidelines by marking them offensive. Let's work together to keep the conversation civil. Refrain from posting comments that are obscene, defamatory or inflammatory, and do not indulge in personal attacks, name calling or inciting hatred against any community. Help us delete comments that do not follow these guidelines by marking them offensive. Let's work together to keep the conversation civil. THE DEFINITIVE GUIDE TO DESTINATIONS, ITINERARIES, THINGS TO DO, RESTAURANTS, NIGHTLIFE and LOTS MORE! Copyright © document.write(new Date().getFullYear()). Times Internet Limited. All rights reservedAbout Us | Sitemap | Authors | Contact Us | Advertise with Us | Privacy Policy | Terms of Use and Grievance Redressal Policy | Feedback | Do Not Sell A Times of India initiative | Weather powered by Skymet Weather You have been successfully added to the mailing list of Times of India Travel. To complete the subscription process, kindly open your inbox and click on the confirmation link which has been emailed to you. Thank You for sharing!Your friend will receive the article link on email mentioned. Delhi Tourism and Transportation Development Corporation (DTTDC) is now introducing new air-conditioned luxury buses that will facilitate your travel to historical monuments and other locations that a...",0
"IRCTC Tourism Offers 6-Day Tour To Delhi, Agra, Jaipur: Fares And Other 
Details","IRCTC (Indian Railway Catering and Tourism Corporation) Tourism is offering a tour package to Delhi, Agra and Jaipur starting from Rs. 25,010 per person. The five-night and six-day tour will cover popular spots such as Amber Fort, Taj Mahal, Qutub Minar, Lotus Temple and Red Fort among others, according to IRCTC Tourism's official website, irctctourism.com. The tour, which will start from Kochi, will be via economy class of IndiGo airline, noted the tourism arm of the Indian Railways. The tour will commence on multiple dates, according to IRCTC Tourism's portal. Departing from Kochi, this tour package has fascinating visits to offer covering heritage and cultural sites in Jaipur, Agra and Delhi. To book IRCTC Tourism 'Golden Triangle Flight Package', visit https://t.co/WPkPnb9sol#tourism #irctc #airtourism #travel #airtravel pic.twitter.com/WnkWCEOZeV 1. The tariff for IRCTC tour package is different according to the occupancy chosen by the passenger. For triple occupancy, individuals need to pay Rs. 25,010. 2. The journey from Kochi to Delhi will be via IndiGo airlines. The tour will commence on August 24 and September 21. Departure: August 24 Departure: September 21 3. The package includes air tickets, breakfast and dinner, accommodation in hotels, and transfers and sightseeing, according to IRCTC Tourism. 4. However, items of personal nature such as laundry, tips to drivers, guides etc are not a part of the package. 5. Meanwhile, IRCTC Tourism is also offering a five-night and six-day trip package to Singapore and Malaysia at a starting price of Rs. 79,990 per person.",0
"Tourist Places in India, Best Places to Visit in India","This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command or malformed data. You can email the site owner to let them know you were blocked. Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page. Cloudflare Ray ID: 86c683d269bd415e • Your IP: Click to reveal 110.235.217.59 • Performance & security by Cloudflare",0
Delhi city tour … on the metro,"Quick, air-conditioned and cheap, Delhi’s new metro is the smart way to take in the history, colours and flavours of this vibrant city. We alight at the 10 key stations Top 10 things to do in Delhi: readers’ tips Delhi is celebrating its economic rise with gusto. Its silvery, sleek new metro system, in its latest stage of expansion, makes the city a much more straightforward place to visit, allowing passengers to zip about in air-conditioned comfort, avoiding its notoriously polluted and congested roads. Unlike the world above, Delhi’s metro is quiet, clean, calm and incredibly cheap: 100 rupees (about £1) loaded on to a smart ticket should be enough for four days of sightseeing. You’ll need to pay extra for rickshaws from stations to outlying attractions, but, at an average of 40 rupees (40p) a ride, that is unlikely to break the bank. The main line of interest to visitors is the north-south Yellow line, which whisks you between the city’s tourist attractions, from Mughal bazaars and forts, to cutting-edge art galleries and fusion restaurants. The metro has some wonderfully Indian idiosyncrasies: passengers are reminded not to ride on train roofs; sari-clad women are advised to use the stairs, lest their silks get trapped in the escalators – and urged to use the ladies-only carriages to avoid rush-hour groping. Outside entrances, troops of monkeys await food donations from commuters. Security is tight, with a bag check and body scan at each ticket gate, often supervised by gun-toting officers. The penalties for misbehaviour are severe: blocking the train doors, for example, may see you jailed for four years. But, as long as you remember to keep your elbows in and resist the urge to climb on the roof, the metro system will keep you safe and sane in one of the world’s most frenetic cities. Here is our guide to the 10 best stops. This stop deposits you in clean, calm imperial Delhi, a gentle, culture shock-free introduction to the city. You emerge on Rajpath, Delhi’s most impressive boulevard, with the mighty arch of India Gate, a 1931 war memorial designed by Edwin Lutyens at its head. Flanked by lawns and monuments, this is the site of Delhi’s passeggiata, and at sunset, candy floss and ice-cream sellers, bubble blowers and henna artists set up stall. Museum lovers are well catered for: the National Museum, Crafts Museum and Gallery of Modern Art are all a walk or a short rickshaw ride away. Off the standard tourist trail is Purana Qila, Delhi’s oldest Mughal monument, where 100 rupees will buy you half-an-hour’s pedalo ride on a beautiful boating lake in the shadow of the citadel’s walls. Two stops further south will take you to the Gandhi Smriti Museum, where Mahatma Gandhi spent his last days and was assassinated in 1948. The museum is a comprehensive record of his life, displaying photographs, quotes and video footage, along with the few possessions he left behind, including his trademark spectacles. Following in his last footsteps",0
The 70-day bus trip from London to Delhi that passes through 18 countries,"The first journey should be in May if all goes according to plan Get FREE email updates for West London We have more newsletters Get FREE email updates for West London We have more newsletters Hopping on a Megabus from London to Newcastle is a daunting experience for many of us, but imagine getting on a coach from London...and ending up in Delhi. This is what one tour company, Bus To London, is offering daring tourists who may wish to travel unconventionally to India's capital. The trip lasts 70 days, taking you through 18 countries during that time and amassing a grand total of 20,000 kilometres. I sure hope they have more than one bus driver for the journey. Given the current travel restrictions, the ambitious trek isn't currently active but is looking to start from May, which means the journey would last till August. Here's the route the bus will take: Days 1 to 16 will be a gargantuan journey from London ending up in Moscow, Russia. Along the way you will stop in various European cities including Brussels, Frankfurt, Prague, Warsaw, and Vilnius. The next leg of the trip will see the bus cross Central Asia (Kazakhstan, Uzbekistan, and Kyrgyzstan). Following that, tourists can immerse themselves in Chinese culture for over two weeks as the bus passes through various Chinese cities like Dunhuang and Chengdu. The penultimate leg passes through Thailand, Myanmar and will take you to Imphal, a state in North-eastern India but closer to Bangladesh. Those who wish to add a few more stops to the epic route can stop in Kohima, Gulawati, and Lucknow before reaching the final destination of Delhi. Bus to London is the brainchild of Guinness World Record Holders Sanjay Madan and Tushar Agarwal, Founders of Adventures Overland. Their website states how they have already taken many road trippers on countless expeditions all over the world, visiting high altitude mountains, rainforests, isolated deserts, futuristic highways and scenic routes and that this is a new venture. Their previous long voyage type holiday was the inverse journey from India to London, where people took their own cars and drove them across the continents. This journey from London to India won't be carried out in an old banger either. The website describes the vehicle as ""a modified luxury bus offering exceptional comfort and facilities."" Here are some photos of the inside: The company promise ample legroom, an individual entertainment system with AUX and USB port, Wi-Fi, private lockers for valuables, storage for smaller bags and enough for two full-sized suitcases, a mini pantry with cool box for storing drinks and snacks, partition between seats for privacy, and first aid kits. They even have ready-to-eat Indian food packets and a portable stove. There'll be a maximum group size of 20 people so the bus isn't too congested. For a shorter trip, you can join the journey for one of four legs, each lasting two to three weeks. Fancy going? A key thing to note is that",0
"Now, get on e-bike to tour heritage sites in Delhi",10 classic baby names that are making a comeback 8 light yet healthy snacks for a speedy weight loss 8 house rules that every parent should teach their child How to make South Indian Lemon Coconut Rice at home How to make South-Indian style Mutton Curry 10 quickest animals that race across the Earth ​10 things mentally strong people do​ Educational qualifications of Mughal rulers Navya Naveli on how the Bachchan household has dishes named after people Fitness secrets of new bride Aditi Rao Hydari,0
Budget Trip Alert! 5 Inexpensive Places Near Delhi To Visit In 2024,"Are you planning an impromptu holiday for the holiday season? Here are some places that are close to Delhi and are a must-visit during this winter. You can easily cover these destinations on a budget. The holiday is here; with Christmas and New Year on its way, we are excited to celebrate this time with joy. Luckily, Christmas and New Year have fallen right next to the weekend this year, both being on Monday. This means that most corporate employees are getting a long weekend. Utilise this time to go on a vacation solo, or with friends and family. If you live in Delhi NCR, here are some budget-friendly places to go on an impromptu trip this holiday season. Visit Agra this holiday season to see the symbol of love that has mesmerised the entire world with its breathtaking beauty, the Taj Mahal. Lying at a distance of only 243 km, Agra is a city filled with historical monuments made by the Mughals like Agra Fort and Fatehpur Sikri which you can easily cover within two to three days. Visit Agra this holiday season to see the symbol of love that has mesmerised the entire world with its breathtaking beauty, the Taj Mahal. Lying at a distance of only 243 km, Agra is a city filled with historical monuments made by the Mughals like Agra Fort and Fatehpur Sikri which you can easily cover within two to three days. The place where your heart meets your mind, Rishikesh is one of the cheapest holiday destinations near Delhi. Here you can calmly sit on the ghats of River Ganga, do yoga, explore Beatles Ashram or go for adventure sports like river rafting, bungee jumping, and cliff jumping. Mussoorie Do you know what the best thing about visiting Mussoorie in winter is? You get to see the famous winter line. Your mind will be blown away at the beautiful sight of the sun setting and creating nature’s own masterpiece from locations like George Eversy, Lal Tibba and Dalai Hills. Don't Miss: Long Weekends Of 2024: Here Is A Full List Of Dates And Places You Can Visit During This TimeJodhpur Lying at a distance of more than 650 km from Delhi, Jodhpur is the perfect weekend getaway to cover on a budget. Also known as the Blue City of India, Jodhpur houses have blue rooftops. Here you must eat some famous dishes including Laal Maas, and Dal Bati Churma. Amritsar The abode of the heavenly Golden Temple, Amritsar is a must-visit during winter. The lip-smacking variety of food here will make you go gaga. You can try their wide range of non-veg dishes like butter chicken and tandoori chicken, and veg dishes including Amritsari Kulcha and Lassi. Don't Miss: Add These 5 International Budget-Friendly Travel Destinations For Solo Trip In Your 2024 ChecklistVisit these amazing places in India that are very close to Delhi NCR. Here you can spend a short and budget-friendly trip this New Year. Image courtesy: Unsplash Do you",0
New mobile app to allow tourists to track tourist buses from Delhi,"Lahaul Spiti India Remote Locations Meghalaya Travel India Ghost Towns World Lighthouses Akshardham Temple Samonway DuttaguptaSamonway Duttagupta/Times Travel Editor/TRAVEL NEWS, DELHI/ Updated : Mar 15, 2018, 12:56 IST Delhi’s bus terminals are popular among travellers who like to visit the many hill stations and beautiful destinations that are not too far from the national capital. Delhi’s bus terminals are popular among travellers who like to visit the many hill stations and beautiful destinations that are not too far from the national capital. Read less Refrain from posting comments that are obscene, defamatory or inflammatory, and do not indulge in personal attacks, name calling or inciting hatred against any community. Help us delete comments that do not follow these guidelines by marking them offensive. Let's work together to keep the conversation civil. Refrain from posting comments that are obscene, defamatory or inflammatory, and do not indulge in personal attacks, name calling or inciting hatred against any community. Help us delete comments that do not follow these guidelines by marking them offensive. Let's work together to keep the conversation civil. THE DEFINITIVE GUIDE TO DESTINATIONS, ITINERARIES, THINGS TO DO, RESTAURANTS, NIGHTLIFE and LOTS MORE! Copyright © document.write(new Date().getFullYear()). Times Internet Limited. All rights reservedAbout Us | Sitemap | Authors | Contact Us | Advertise with Us | Privacy Policy | Terms of Use and Grievance Redressal Policy | Feedback | Do Not Sell A Times of India initiative | Weather powered by Skymet Weather You have been successfully added to the mailing list of Times of India Travel. To complete the subscription process, kindly open your inbox and click on the confirmation link which has been emailed to you. Thank You for sharing!Your friend will receive the article link on email mentioned. Delhi’s bus terminals are popular among travellers who like to visit the many hill stations and beautiful destinations that are not too far from the national capital.",0
"Delhi To London Bus Tour Covering 18 Countries To Cost Rs 15 Lakh Per Head; 
Here's What It Includes - odishabytes","Publisher - Odisha Breaking News, Current News Odisha, Latest Odisha News, Odisha news online, Odisha Bytes get you the true and unbiased news New Delhi: Private tourism company Adventures Overland has announced a bus tour service from Delhi to London in which travellers can cover 18 countries in 70 days. The ‘first-ever hop-on/hop-off bus service between Delhi and London’, named ‘Bus to London’, will take people through Myanmar, Thailand, Laos, China, Kyrgyzstan, Uzbekistan, Kazakhstan, Russia, Latvia, Lithuania, Poland, Czech Republic, Germany, the Netherlands, Belgium and France. The special bus can accommodate 20 people in business class seats. There will be a driver, an assistant driver, a helper and a guide who will be changed at regular intervals during the trip. The tour will be an end-to-end service and include everything from hotels (4 or 5-star) to food (Indian) and visa arrangements of travellers. Passengers will have the option to choose different destinations and pay as per the particular package. The whole trip from Delhi to London will cost Rs 15 lakh per head. Adventures Overland co-founders Tushar Agarwal and Sanjay Madan had undertaken a road trip to London, following which they planned this service. “We planned this trip after a lot of people passionate about travelling expressed their wish for a road trip to London. This was announced on August 15 and we hope that the first bus to London will be flagged off in May 2021. We have not started the registrations due to the coronavirus spread. The registrations will start after taking stock of the coronavirus situation in all the countries,” Adventures Overland co-founder Tushar told IANS. The entire trip will last 70 days, of which 25 days will be for stay and sightseeing and the rest for travelling. In the 1960s, there used to be a bus from Calcutta to London. The ticket price was 145 pounds. Get real time updates directly on you device, subscribe now. Prev Post Dubai-Based Odia Girl Tisya Becomes Certified Scuba Diver At The Age Of 10! Next Post JSW To Fast-Track Steel Project In Odisha’s Jagatsinghpur, Set Up Centre For Development Studies At IIM-Sambalpur Another AAP Leader Kailash Gehlot Summoned By ED In Liquor Policy Case President Droupadi Murmu Presents Bharat Ratna To Former PMs Narasimha Rao, Charan… IMD Predicts Heatwave Across India In April-May, With Above-Normal Temperatures More Trouble For AAP As MHA Sanctions CBI Inquiry Against Satyendar Jain Comments are closed.",0
Incredible India to Edible India - Food Tour takes Delhi on a walk,"The tour was organised by the ministry of tourism and India Food Tourism ORG to revive Delhi’s culinary and architectural heritage. By commenting, you agree to the Prohibited Content Policy By commenting, you agree to the Prohibited Content Policy News See whats happening in Hospitality sector right now Exclusive Read and get insights from specially curated unique stories from editorial Leaders Speak Business leaders sharing their insights Events Explore and discuss challenges & trends in India's leading B2B events Awards Recognise work that not only stood out but was also purposeful Webinars Join leaders & experts for roundtables, conferences, panels and discussions Subscribe to our Daily Newsletter By continuing you agree to our Privacy Policy & Terms & Conditions Advertise With Us We have various options to advertise with us including Events, Advertorials, Banners, Mailers, etc. Download ETHospitalityWorld App Save your favourite articles with seamless reading experience Get updates on your preferred social platform Follow us for the latest news, insider access to events and more. About Us Contact Us Newsletters",0
IRCTC announces air tour package from Delhi to Kerala: Details here,"In a bid to boost the tourism sector in the country, Indian Railway Catering and Tourism Corporation (IRCTC) has launched a special air tour package from Delhi to Kerala in February. Dubbed as ‘Discover Kerala with IRCTC’, the package is a deluxe class offering. The five-day package tour includes places such as Tea Museum and Plantation, Mettupetty Dam, Echo Point, Dutch Palace, apart from a boat ride from Marine drive. The tour will begin with a flight from New Delhi to Kochi on February 20 and return to the national capital on February 25. The cost per person for single occupancy is Rs 37,550, for double occupancy Rs 27,800 and for triple occupancy, it is Rs 26,260. For those who have children, the cost per child with bed (5-11 years) is Rs 23,200, child without bed (5-11 years) is Rs 20,680, and child without bed (2-4 years) is Rs 12,360. The package provides confirmed flight tickets on Vistara (Delhi–Cochin–Delhi), meals at the hotel – five breakfast, one lunch, and five dinners. Apart from this, all transfers and sightseeing by AC vehicle on sharing basis, accommodation in well-appointed rooms (one night at Cochin, two nights at Munnar, one night at Thekkady). It also includes one night houseboat accommodation at Kumarakom. The travellers will be provided one bottled mineral water per day for five days of the tour. They will also provide travel Insurance for guests below 60 years. Interested travellers can visit IRCTC Tourist Facilitation Center located at Platform No. 16, Ajmeri Gate Side, New Delhi Railway Station, or call them at 9717641764 and 9717648888. They may also call Probir Sonowal on 9717640773 or Ravinder Singh on 8287930746 for booking. For more details, they can visit https://www.irctctourism.com/pacakage_description?packageCode=NDA14 The Supreme Court deemed electoral bonds as unconstitutional, causing the Finance Ministry to stop printing 10,000 bonds worth Rs 1 crore each. It was discovered that 8,350 bonds had already been printed and 22,217 were redeemed, with the BJP redeeming the most. The remaining 1,650 were instructed to be halted by the State Bank of India.",0
10 Places To Visit On A Road Trip From Delhi,"New Delhi: For the past two years, most of us have been confined at home because of the pandemic, wishing to get out for a little excursion. Now that tourism is resuming with both domestic and foreign excursions on the rise, let us prepare to breathe in some fresh air and take a vacation from our boring routine. But, why always have long vacations? Sneaking out for a quick road trip is equally interesting and exciting! So, if you are yearning to go out on a short vacation before you fall back on to the rat race again, here are some intriguing and offbeat destinations that you can visit from Delhi for a quick getaway. 1. Jaipur- If you're looking for a spot to visit on a short vacation, this is among the nearest options for Delhi residents. It is a beautiful journey with well-built roads and a gorgeous landscape, only approximately 220 kilometers from Delhi. This is something that can be finished in two to three days, at most! The gorgeous Amer Fort, Jaigarh Fort, and Nahargarh Fort are must-visit if you are in Jaipur. These forts are renowned for their remarkable splendour and grandeur. Sanganer and Chokhi Dhani are two other attractive locations near the outskirts of Jaipur. Sanganer, which is renowned for its magnificent Jain temples and palace treasures, is a popular destination for the Jain Community. A mock village called Chokhi Dhani, located about 20 kilometers from Jaipur, is a great representation of Rajasthani culture, cuisine, customs, and legacy. 2. Shimla- This is another place that is close to Delhi. So, if you want to escape the scorching heat of Delhi, this hill station which is approximately 300 kilometers from the capital is a fantastic tourist spot. The capital city of Himachal Pradesh, which is located along the foothills of the Himalayas is widely renowned for its stunning pine and oak woods. Additionally, there are several temples, including The Jakhoo Temple and Tara Devi Temple, where you may also go when you're in Shimla. 3. Narkanda- It is a town that is encircled by the Himalayan Mountains and is situated around 60 kilometers from Shimla. Due to its mystical natural beauty and lovely apple orchards, it is a particularly well-liked tourist destination. One of the main tourist attractions in Narkanda is Tannu Jabar Lake. There is also a temple near the lake which is a must-visit for all tourists and devotees coming here. The hill offers a panoramic view of the entire town below. This place is also very popular for skiing during winters and is called the Switzerland of India at that time. 4. Hatu peak- This is another place that is only 71 kilometers from Shimla and is encircled by thick stands of maple, oak, and conifer trees. It is one of the highest peaks among the scenic hills close to Shimla. Most people choose to trek up to this top because the panoramic view of the entire city from the top is worth",0
Places to visit near Delhi,"Home » Lifestyle » Travel » Places to visit near Delhi Delhi is the capital of the country and one of the most historically rich places. The city has been the capital for various kingdoms for ages and times galore. Delhi has everything from splendid architecture to flea markets. You name it, Delhi has it. It is a perfect blend of Mughal history and the urban lifestyle. Whether you are an adventure junkie, a solo traveller or travelling with your family, Delhi is a perfect holiday destination. Or if you have been residing in Delhi for quite some time, these places near Delhi to visit will be a breath of fresh air. Table of Contents How to reach? By air: The Indira Gandhi International Airport, which is situated in Delhi’s western region, connects numerous domestic and international locations, including flights from Bangalore to Delhi, Pune to Delhi, Chennai to Delhi, New York to Delhi, Dubai to Delhi, and more. By railway: The headquarters of Northern Railway is in Delhi, which is also one of India’s major rail junctions. Some of the key stations from which passengers can find various routes include Nizamuddin Railway Station, Anand Vihar Railway Terminal, New Delhi Railway Station, and Sarai Rohilla. The DMRC (Delhi Metro Rail Corporation) offers metro services that link different areas of Delhi to nearby cities, including Gurgaon, Noida, and Ghaziabad. By road: The largest fleet of CNG buses in the world is operated by the state-owned Delhi Transport Corporation (DTC). At Kashmiri Gate is the Inter State Bus Terminal (ISBT). The three main bus terminals in Delhi from where passengers can board buses for various routes are Sarai Kale-Khan Bus Terminus and Anand Vihar Bus Terminus. Both public and commercial transportation service companies offer practically daily bus service to and from various parts of the city. For further travel, a private taxi can also be hired. Here are a few places near Delhi you must visit in order to make your stay in Delhi worthwhile! Source: Pinterest Constructed by the Mughals in 1639, this fort has massive red stone walls— thus the name. The fort spans an area of 254 acres. It is a blend of Hindu, Mughal, Persian and Timurid traditions and architecture. The fort also has a museum showcasing beautiful artefacts of the era, making the first a must-visit whenever you decide to travel around the city. The famous attractions here include the Moti Mahal, imperial bath, Hira Mahal and the Peacock throne. Entry fee: Free for children under 15; Rs 10 for Indians and Rs 250 for foreigners Timings:9 am to 6 pm. Closed on Mondays Source: Pinterest Symbolising the sacrifice made by 70,000 Indian soldiers, the gate has the famous Amar Jawan Jyoti as well. It was designed by Edward Lutyens and continues to be one of the largest war memorials in India. It has a Bharatpur stone base and a lush lawn for picnics. The monument is lit at night, making it a sight to behold. What’s",0
